name1,name2,name3,name4,name5,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),PROCESS_OF,Middle Aged (aggp),5.91e-08,15.53,9,19,0,13.26,1.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),PREDISPOSES,Atherosclerosis (dsyn),6e-08,14.32,9,22,0,12.68,8.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),PROCESS_OF,Outpatients (podg),1.16e-07,13.32,9,24,0,12.38,1.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),PROCESS_OF,General Population (humn),5.87e-08,15.03,9,42,0,10.93,1.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),ISA,Cardiovascular Diseases (dsyn),5.87e-08,16.28,9,102,0,9.79,5.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),CAUSES,Heart failure (dsyn),3.93e-07,15.87,9,13,0,15.23,8.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),PROCESS_OF,Participant (humn),5.87e-08,15.62,9,83,0,9.98,1.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),ISA,Death (finding) (fndg),5.87e-08,18.2,9,250,0,9.32,5.0
C-reactive protein (aapp),ASSOCIATED_WITH,Coronary heart disease (dsyn),CAUSES,Cessation of life (orgf),5.87e-08,15.38,9,194,0,9.42,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),3.73e-06,11.56,8,25,0,10.56,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),COEXISTS_WITH,End stage renal failure (dsyn),3.73e-06,15.46,8,15,0,12.27,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Cardiovascular morbidity (dsyn),3.73e-06,20.84,8,24,0,10.67,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Cardiovascular Diseases (dsyn),3.73e-06,11.47,8,46,0,9.39,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),PROCESS_OF,General Population (humn),3.73e-06,11.04,8,24,0,10.67,1.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Peripheral Vascular Diseases (dsyn),3.73e-06,12.88,8,18,0,11.56,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),ISA,Cardiovascular Diseases (dsyn),3.73e-06,9.62,8,73,0,8.88,5.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Cerebrovascular accident (dsyn),3.82e-06,10.21,8,24,0,10.67,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),COEXISTS_WITH,"Lupus Erythematosus, Systemic (dsyn)",3.73e-06,11.53,8,41,0,9.56,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),CAUSES,Coronary heart disease (dsyn),3.73e-06,12.3,8,19,0,11.37,8.0
Age (orga),ASSOCIATED_WITH,Atherosclerosis (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",3.73e-06,13.18,8,26,0,10.46,8.0
Adipose tissue (tisu),PART_OF,Entire trunk (bpoc),LOCATION_OF,Hemorrhage (fndg),1.72e-07,31.51,8,12,0,13.33,2.0
Adipose tissue (tisu),PART_OF,Entire trunk (bpoc),PART_OF,Elephants (mamm),1.69e-09,29.82,8,140,0,8.46,3.0
Adipose tissue (tisu),PART_OF,Entire trunk (bpoc),PART_OF,Aorta (bpoc),3.73e-09,27.23,8,35,0,9.83,3.0
Extensor (blor),LOCATION_OF,Endurance (fndg),PROCESS_OF,athlete (humn),2.25e-06,5.61,10,22,0,14.55,1.0
"Osteoarthritis, Knee (dsyn)",PROCESS_OF,African American (popg),ISA,Ethnic group (popg),1.43e-06,21.22,6,98,0,6.37,1.0
"Osteoarthritis, Knee (dsyn)",PROCESS_OF,African American (popg),ISA,Racial group (popg),1.43e-06,22.16,6,324,0,6.11,1.0
Sex Hormone-Binding Globulin (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,General Population (humn),2.59e-10,32.58,12,33,0,16.36,1.0
Sex Hormone-Binding Globulin (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),COEXISTS_WITH,Cardiovascular Diseases (dsyn),4.43e-06,33.13,12,16,0,21.0,8.0
Sex Hormone-Binding Globulin (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),ISA,Cardiovascular Diseases (dsyn),5.72e-15,32.93,12,71,0,14.03,5.0
Sex Hormone-Binding Globulin (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),5.72e-15,46.77,12,35,0,16.11,8.0
Sex Hormone-Binding Globulin (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),5.72e-15,32.86,12,110,0,13.31,8.0
Sex Hormone-Binding Globulin (aapp),ASSOCIATED_WITH,Metabolic syndrome (dsyn),PROCESS_OF,cohort (humn),1.35e-09,32.19,12,37,0,15.89,1.0
Free testosterone (horm),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.6e-08,47.49,8,16,0,12.0,8.0
Free testosterone (horm),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,52.66,8,9,0,15.11,8.0
Free testosterone (horm),ASSOCIATED_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,45.04,8,31,0,10.06,8.0
Overweight (sosy),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),9.97e-10,53.56,108,20,0,23.7,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.54e-09,50.74,108,65,0,104.12,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),USES,Treats (clas),3.75e-07,53.07,108,16,0,18.37,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.09e-06,53.32,108,13,0,14.56,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),USES,Classification (clas),1.22e-08,54.3,108,16,0,18.37,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,59.71,108,8,0,8.59,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),1.77e-10,53.19,108,23,0,27.9,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),1.53e-11,54.08,108,22,0,26.48,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.85e-07,54.01,108,13,0,14.56,1.0
Overweight (sosy),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),1.54e-09,56.01,108,15,0,17.08,1.0
Insulin Resistance (patf),PROCESS_OF,Survivors (humn),LOCATION_OF,Interleukin-6 (aapp),5.31e-08,32.01,7,25,0,8.96,1.0
Insulin Resistance (patf),PROCESS_OF,Survivors (humn),LOCATION_OF,C-reactive protein (aapp),5.9e-08,29.81,7,13,0,10.77,1.0
Insulin Resistance (patf),PROCESS_OF,Survivors (humn),LOCATION_OF,procalcitonin (aapp),5.31e-08,34.27,7,32,0,8.53,1.0
Pregnancy (orgf),ASSOCIATED_WITH,Pre-Eclampsia (dsyn),AFFECTS,Pathogenesis (patf),1.87e-06,5.98,21,25,0,38.64,7.0
Pregnancy (orgf),ASSOCIATED_WITH,Pre-Eclampsia (dsyn),PROCESS_OF,Pregnant Women (popg),1.03e-10,5.2,21,105,0,25.2,1.0
Pregnancy (orgf),ASSOCIATED_WITH,Pre-Eclampsia (dsyn),ISA,Hypertension induced by pregnancy (dsyn),3.67e-08,6.02,21,31,0,35.23,5.0
Pregnancy (orgf),ASSOCIATED_WITH,Pre-Eclampsia (dsyn),PROCESS_OF,Pregnant Women (popg),4.99e-09,6.23,21,31,0,35.23,1.0
Pregnancy (orgf),ASSOCIATED_WITH,Pre-Eclampsia (dsyn),ISA,Pregnancy Complications (dsyn),1.02e-10,6.64,21,46,0,30.59,5.0
Pregnancy (orgf),ASSOCIATED_WITH,Pre-Eclampsia (dsyn),CAUSES,"Morbidity, perinatal (patf)",3.47e-06,14.28,21,8,0,11.05,8.0
Universities (orgt),LOCATION_OF,Prospective Studies (qnco),ISA,Techniques (ftcn),1.08e-12,6.99,23,912,0,23.58,2.0
Universities (orgt),LOCATION_OF,Prospective Studies (qnco),ISA,contextual factors (ftcn),1.3e-06,6.46,23,26,0,43.35,2.0
Cardiovascular Diseases (dsyn),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,15.19,55,18,0,23.89,1.0
Excessive weight loss (fndg),ISA,Body Weight decreased (fndg),PROCESS_OF,Survivors (humn),1.06e-06,49.74,26,12,0,17.54,1.0
Excessive weight loss (fndg),ISA,Body Weight decreased (fndg),ISA,Physical findings (sosy),7.03e-08,47.11,26,24,0,46.15,5.0
Radical prostatectomy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,cohort (humn),1.49e-34,5.96,113,77,1,129.47,1.0
Radical prostatectomy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Caucasoid Race (popg),9.42e-08,5.08,114,22,0,26.25,1.0
Radical prostatectomy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Males (popg),4.09e-09,12.19,114,12,0,13.26,1.0
Radical prostatectomy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,cohort (humn),4.35e-08,6.05,114,18,0,20.84,1.0
Radical prostatectomy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Survivors (humn),5.8e-14,4.06,114,67,0,106.38,1.0
Radical prostatectomy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,Participant (humn),2.1e-09,6.04,114,21,0,24.87,1.0
Radical prostatectomy (topp),TREATS,Malignant neoplasm of prostate (neop),PROCESS_OF,African American (popg),5.51e-14,5.53,114,35,0,45.75,1.0
insulin sensitivity (patf),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,33.77,23,18,0,32.09,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),9.97e-10,26.26,17,20,0,31.45,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.54e-09,23.44,17,65,0,21.45,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),USES,Treats (clas),3.75e-07,25.77,17,16,0,31.06,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.09e-06,26.02,17,13,0,22.94,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),USES,Classification (clas),1.22e-08,27.0,17,16,0,31.06,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,32.41,17,8,0,11.76,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),1.77e-10,25.88,17,23,0,29.57,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),1.53e-11,26.78,17,22,0,30.14,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.85e-07,26.71,17,13,0,22.94,1.0
abnormal glucose tolerance test (fndg),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),1.54e-09,28.71,17,15,0,28.24,1.0
Habits (inbe),PROCESS_OF,student (prog),USES,Grade (clas),1.42e-07,5.5,12,7,0,11.08,1.0
ghrelin (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,35.44,14,16,0,26.25,8.0
ghrelin (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,40.61,14,9,0,14.79,8.0
ghrelin (aapp),ASSOCIATED_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,32.99,14,31,0,20.32,8.0
Insulin (horm),TREATS,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,29.92,87,16,0,18.94,4.0
Insulin (horm),TREATS,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,35.09,87,9,0,9.93,4.0
Insulin (horm),TREATS,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,27.47,87,31,0,42.05,4.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Glomerular Filtration Rate (ortf),2.59e-06,27.34,13,9,0,15.23,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,General Population (humn),3.66e-14,26.4,13,194,0,13.87,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Middle Aged (aggp),3.37e-10,25.12,13,17,0,22.94,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,Hospitalization (hlca),3.66e-14,26.39,13,29,0,18.83,11.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Western society (popg),1.99e-10,28.57,13,14,0,25.07,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),ISA,Heart failure (dsyn),1.06e-06,24.38,13,12,0,23.08,5.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,Disability NOS (patf),3.66e-14,23.2,13,48,0,16.52,11.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,cohort (humn),3.66e-14,26.59,13,29,0,18.83,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Participant (humn),3.66e-14,23.64,13,98,0,14.72,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Metabolic syndrome (dsyn),2.33e-09,22.3,13,24,0,20.04,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Long-Term Survivors (podg),1.76e-07,28.71,13,10,0,17.69,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),AFFECTS,Pathogenesis (patf),1.21e-08,21.07,13,37,0,17.57,7.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Diabetes Mellitus (dsyn),6.73e-09,22.87,13,20,0,21.45,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,cohort (humn),3.66e-14,24.53,13,94,0,14.8,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Coronary heart disease (dsyn),2.34e-06,30.32,13,8,0,12.92,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Population Group (humn),3.5e-13,27.19,13,19,0,21.89,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Survivors (humn),1.21e-11,24.35,13,21,0,21.05,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Death (finding) (fndg),2.78e-09,29.53,13,12,0,23.08,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),2.63e-09,37.24,13,10,0,17.69,21.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Cancer Survivor (podg),8.18e-08,29.83,13,10,0,17.69,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PREDISPOSES,Atherosclerosis (dsyn),2.26e-11,24.15,13,21,0,21.05,21.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Chronic Obstructive Airway Disease (dsyn),3.06e-13,25.76,13,21,0,21.05,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Participant (humn),3.67e-14,23.88,13,32,0,18.28,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,modern society (popg),3.53e-08,31.24,13,10,0,17.69,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,End stage renal failure (dsyn),3.66e-14,30.21,13,39,0,17.33,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,follow-up (hlca),3.66e-14,34.19,13,44,0,16.84,11.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",3.66e-14,27.06,13,113,0,14.5,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,Myocardial Infarction (dsyn),2.75e-06,24.59,13,11,0,20.31,11.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Vitamin D Deficiency (dsyn),4.17e-06,24.32,13,11,0,20.31,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,Japanese Population (popg),5.59e-07,24.78,13,12,0,23.08,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,African American (popg),1.18e-10,22.67,13,25,0,19.76,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,"Recipient, Transplant (podg)",3.66e-14,28.35,13,87,0,14.94,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,Diabetic (fndg),3.72e-14,23.33,13,33,0,18.12,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,General Population (humn),3.66e-14,26.07,13,41,0,17.12,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),PROCESS_OF,High Risk Populations (popg),1.25e-13,26.24,13,21,0,21.05,1.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),COEXISTS_WITH,"Diabetes Mellitus, Insulin-Dependent (dsyn)",5e-11,23.91,13,21,0,21.05,9.0
Abdominal obesity (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),CAUSES,Cessation of life (orgf),3.66e-14,24.85,13,1021,0,13.17,11.0
Supplementation (topp),TREATS,Body Weight decreased (fndg),PROCESS_OF,Survivors (humn),1.12e-06,27.16,7,12,0,11.08,1.0
Supplementation (topp),TREATS,Body Weight decreased (fndg),ISA,Physical findings (sosy),1.23e-07,24.52,7,24,0,9.04,4.0
"Blood Pressure Monitoring, Ambulatory (diap)",ADMINISTERED_TO,Participant (humn),USES,Medicare (rnlw),1.16e-09,19.93,15,18,0,27.5,6.0
Assessment procedure (hlca),ADMINISTERED_TO,Participant (humn),USES,Medicare (rnlw),1.17e-09,9.29,21,18,0,33.43,6.0
Mean blood pressure (fndg),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),7.05e-07,18.74,7,18,0,9.72,1.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Critically ill children (podg),3.63e-06,40.48,6,8,0,10.5,1.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",1.66e-07,36.32,6,15,0,8.4,8.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Hospitalized Patients (humn),1.64e-07,35.02,6,18,0,8.0,1.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Hospitalized Patients (humn),1.63e-07,33.93,6,61,0,6.59,1.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Surgical Patients (podg),1.63e-07,33.98,6,24,0,7.5,1.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,Cancer Patient (podg),1.72e-07,32.43,6,30,0,7.2,1.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,inpatient (humn),1.63e-07,33.87,6,28,0,7.29,1.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),CAUSES,Cessation of life (orgf),1.63e-07,35.79,6,28,0,7.29,8.0
Albumins (aapp),ASSOCIATED_WITH,Malnutrition (dsyn),PROCESS_OF,cohort (humn),1.63e-07,37.05,6,16,0,8.25,1.0
Nutritional status (orga),ASSOCIATED_WITH,Cystic Fibrosis (dsyn),ISA,Hereditary Diseases (dsyn),8.21e-13,19.92,12,79,0,13.82,5.0
Nutritional status (orga),ASSOCIATED_WITH,Cystic Fibrosis (dsyn),PROCESS_OF,"Recipient, Transplant (podg)",5.78e-07,21.63,12,16,0,21.0,1.0
Leptin (aapp),AFFECTS,Homeostasis (orgf),PROCESS_OF,"Energy, Physics (npop)",3.82e-07,8.63,9,79,0,10.03,1.0
Leptin (aapp),AFFECTS,Homeostasis (orgf),PROCESS_OF,Oxidation-Reduction (npop),3.8e-06,8.59,9,29,0,11.79,1.0
Insulin Resistance (patf),COEXISTS_WITH,Dyslipidemias (dsyn),PREDISPOSES,Cardiovascular Diseases (dsyn),2.9e-06,11.37,8,62,0,9.03,9.0
Insulin Resistance (patf),COEXISTS_WITH,Dyslipidemias (dsyn),PREDISPOSES,Cardiovascular morbidity (dsyn),2.9e-06,21.96,8,17,0,11.76,9.0
Insulin Resistance (patf),COEXISTS_WITH,Dyslipidemias (dsyn),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",2.9e-06,13.66,8,19,0,11.37,9.0
Non-alcoholic fatty liver (dsyn),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,27.64,42,18,0,25.71,1.0
Form of muscle (fndg),PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,34.57,13,18,0,22.39,1.0
Adiponectin (aapp),PART_OF,Adipose tissue (tisu),PART_OF,Epididymis (bpoc),5.63e-12,7.29,23,5,0,6.09,3.0
"TNF protein, human|TNF (aapp)",ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,"Kidney Failure, Chronic (dsyn)",4.59e-08,21.07,29,16,0,24.83,8.0
"TNF protein, human|TNF (aapp)",ASSOCIATED_WITH,Insulin Resistance (patf),COEXISTS_WITH,Critical Illness (dsyn),9.39e-07,26.24,29,9,0,11.79,8.0
"TNF protein, human|TNF (aapp)",ASSOCIATED_WITH,Insulin Resistance (patf),PREDISPOSES,Cardiovascular Diseases (dsyn),1.17e-07,18.63,29,31,0,56.13,8.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),USES,Medicare (rnlw),9.97e-10,17.18,14,20,0,23.8,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.54e-09,14.37,14,65,0,17.02,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),USES,Treats (clas),3.75e-07,16.69,14,16,0,26.25,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.09e-06,16.95,14,13,0,25.07,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),USES,Classification (clas),1.22e-08,17.93,14,16,0,26.25,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,23.33,14,8,0,12.57,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),1.77e-10,16.81,14,23,0,22.52,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),1.56e-11,17.7,14,22,0,22.91,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.85e-07,17.63,14,13,0,25.07,1.0
Dietary intake (orgf),PROCESS_OF,cohort (humn),LOCATION_OF,ERBB2 gene|ERBB2 (aapp),1.54e-09,19.63,14,15,0,27.07,1.0
risk factors (qnco),ISA,Risk (qlco),ISA,Probability (qnco),1.77e-08,9.06,154,42,0,53.45,5.0
risk factors (qnco),ISA,Risk (qlco),ISA,contextual factors (ftcn),8.59e-29,9.55,154,104,0,174.23,5.0
risk factors (qnco),ISA,Risk (qlco),ISA,Socioeconomic Factors (grpa),3.11e-07,9.55,154,26,0,30.39,5.0
risk factors (qnco),ISA,Risk (qlco),ISA,Techniques (ftcn),4.07e-36,9.38,154,143,0,275.79,5.0
"Obesity, Morbid (dsyn)",PROCESS_OF,Participant (humn),USES,Medicare (rnlw),1.16e-09,42.57,15,18,0,27.5,1.0
Running (dora),ISA,Performance (inbe),PROCESS_OF,cohort (humn),3.05e-21,5.33,62,150,0,87.63,1.0
Running (dora),ISA,Performance (inbe),PROCESS_OF,athlete (humn),5.53e-11,2.56,62,5,0,5.4,1.0
Running (dora),ISA,Performance (inbe),PROCESS_OF,student (prog),3.51e-20,2.53,62,4,0,4.26,1.0
Running (dora),ISA,Performance (inbe),PROCESS_OF,Surgeon (humn),1.11e-06,4.42,62,27,0,38.76,1.0
Running (dora),ISA,Performance (inbe),PREDISPOSES,Septicemia (dsyn),2.59e-06,10.61,62,9,0,10.31,5.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),USES,Medicare (rnlw),9.97e-10,53.19,13,20,0,21.45,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),LOCATION_OF,Single Nucleotide Polymorphism (nusq),2.54e-09,50.38,13,65,0,15.6,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),USES,Treats (clas),3.75e-07,52.7,13,16,0,23.56,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),LOCATION_OF,Calcium (bacs),4.09e-06,52.95,13,13,0,26.0,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),USES,Classification (clas),1.22e-08,53.94,13,16,0,23.56,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),LOCATION_OF,Sodium (elii),3.47e-06,59.34,13,8,0,12.92,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),LOCATION_OF,C-reactive protein (aapp),1.77e-10,52.82,13,23,0,20.35,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),LOCATION_OF,TP53 gene|TP53 (aapp),1.53e-11,53.71,13,22,0,20.68,1.0
"Obesity, Morbid (dsyn)",PROCESS_OF,cohort (humn),USES,Tissue Microarray (resd),8.85e-07,53.64,13,13,0,26.0,1.0
