id.exposure	id.outcome	outcome	exposure	method	nsnp	b	se	pval	subcategory.outcome	originalname.outcome
Lu BF EU sex combined 7 SNPs	901	Total lipids in medium HDL || id:901	Lu BF EU sex combined 7 SNPs	MR Egger	6	1.3450732639998	1.26527259410929	0.3476697112274	Lipid	Total lipids in medium HDL
Lu BF EU sex combined 7 SNPs	901	Total lipids in medium HDL || id:901	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.489846357715185	0.198976802598669	0.0138231532653912	Lipid	Total lipids in medium HDL
Lu BF EU sex combined 7 SNPs	901	Total lipids in medium HDL || id:901	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.454646638212431	0.231693968856367	0.0497307998812022	Lipid	Total lipids in medium HDL
Lu BF EU sex combined 7 SNPs	901	Total lipids in medium HDL || id:901	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.632029385965166	0.395485825487104	0.170911106833346	Lipid	Total lipids in medium HDL
Lu BF EU sex combined 7 SNPs	902	Concentration of medium HDL particles || id:902	Lu BF EU sex combined 7 SNPs	MR Egger	6	1.18612361778875	1.22354514398788	0.387233251720284	Lipid	Concentration of medium HDL particles
Lu BF EU sex combined 7 SNPs	902	Concentration of medium HDL particles || id:902	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.421460989874034	0.192351925062062	0.028445050649171	Lipid	Concentration of medium HDL particles
Lu BF EU sex combined 7 SNPs	902	Concentration of medium HDL particles || id:902	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	0.410317784938374	0.221633807228521	0.0641217887335294	Lipid	Concentration of medium HDL particles
Lu BF EU sex combined 7 SNPs	902	Concentration of medium HDL particles || id:902	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.536939496905112	0.342419987417206	0.177651426828704	Lipid	Concentration of medium HDL particles
Lu BF EU sex combined 7 SNPs	903	Phospholipids in medium HDL || id:903	Lu BF EU sex combined 7 SNPs	MR Egger	7	0.136936400955972	1.03082269939712	0.899499141929064	Lipid	Phospholipids in medium HDL
Lu BF EU sex combined 7 SNPs	903	Phospholipids in medium HDL || id:903	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0523941310756179	0.174467934515555	0.763942167772281	Lipid	Phospholipids in medium HDL
Lu BF EU sex combined 7 SNPs	903	Phospholipids in medium HDL || id:903	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.28433309310712	0.204639638683699	0.164701082711113	Lipid	Phospholipids in medium HDL
Lu BF EU sex combined 7 SNPs	903	Phospholipids in medium HDL || id:903	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.133114741476866	0.180122344672955	0.487784553923616	Lipid	Phospholipids in medium HDL
Lu BF EU sex combined 7 SNPs	904	Total cholesterol in medium LDL || id:904	Lu BF EU sex combined 7 SNPs	MR Egger	7	-2.08042447282735	2.13819362634218	0.375248790563256	Lipid	Total cholesterol in medium LDL
Lu BF EU sex combined 7 SNPs	904	Total cholesterol in medium LDL || id:904	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.146509967011864	0.151317322012681	0.332929527515057	Lipid	Total cholesterol in medium LDL
Lu BF EU sex combined 7 SNPs	904	Total cholesterol in medium LDL || id:904	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.41248491009222	0.449997026314876	0.359331740632022	Lipid	Total cholesterol in medium LDL
Lu BF EU sex combined 7 SNPs	904	Total cholesterol in medium LDL || id:904	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.211263820770787	0.155366474604492	0.222776143876713	Lipid	Total cholesterol in medium LDL
Lu BF EU sex combined 7 SNPs	905	Cholesterol esters in medium LDL || id:905	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.47502260980965	1.82294926457795	0.0398088141354538	Lipid	Cholesterol esters in medium LDL
Lu BF EU sex combined 7 SNPs	905	Cholesterol esters in medium LDL || id:905	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0281298537123514	0.195079982529653	0.885345292468767	Lipid	Cholesterol esters in medium LDL
Lu BF EU sex combined 7 SNPs	905	Cholesterol esters in medium LDL || id:905	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.757957196336689	0.520699232273131	0.145488676672633	Lipid	Cholesterol esters in medium LDL
Lu BF EU sex combined 7 SNPs	905	Cholesterol esters in medium LDL || id:905	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0722457794975746	0.205834480528214	0.739900984468934	Lipid	Cholesterol esters in medium LDL
Lu BF EU sex combined 7 SNPs	906	Total lipids in medium LDL || id:906	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.59051752041579	1.85395406323921	0.0393385824353125	Lipid	Total lipids in medium LDL
Lu BF EU sex combined 7 SNPs	906	Total lipids in medium LDL || id:906	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.00677695515314369	0.198425820241822	0.972754670552346	Lipid	Total lipids in medium LDL
Lu BF EU sex combined 7 SNPs	906	Total lipids in medium LDL || id:906	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.774781204594705	0.530891307156065	0.144455859009038	Lipid	Total lipids in medium LDL
Lu BF EU sex combined 7 SNPs	906	Total lipids in medium LDL || id:906	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0788844142925726	0.210496754850191	0.723212975954562	Lipid	Total lipids in medium LDL
Lu BF EU sex combined 7 SNPs	907	Concentration of medium LDL particles || id:907	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.51138790641555	1.8587671798617	0.0413456102998021	Lipid	Concentration of medium LDL particles
Lu BF EU sex combined 7 SNPs	907	Concentration of medium LDL particles || id:907	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0118553674543685	0.192081200488267	0.950785332694887	Lipid	Concentration of medium LDL particles
Lu BF EU sex combined 7 SNPs	907	Concentration of medium LDL particles || id:907	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.77082452708091	0.526118822099797	0.142889571289691	Lipid	Concentration of medium LDL particles
Lu BF EU sex combined 7 SNPs	907	Concentration of medium LDL particles || id:907	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.054048443865538	0.220621885350209	0.816207032724489	Lipid	Concentration of medium LDL particles
Lu BF EU sex combined 7 SNPs	908	Phospholipids in medium LDL || id:908	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.912298993067	2.08667443171031	0.401479752366945	Lipid	Phospholipids in medium LDL
Lu BF EU sex combined 7 SNPs	908	Phospholipids in medium LDL || id:908	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.171666354237213	0.159544623503375	0.281937517972572	Lipid	Phospholipids in medium LDL
Lu BF EU sex combined 7 SNPs	908	Phospholipids in medium LDL || id:908	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.405614518611545	0.435578082824814	0.351745121685377	Lipid	Phospholipids in medium LDL
Lu BF EU sex combined 7 SNPs	908	Phospholipids in medium LDL || id:908	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.242038616085599	0.162766402138135	0.187564497333527	Lipid	Phospholipids in medium LDL
Lu BF EU sex combined 7 SNPs	909	Total cholesterol in medium VLDL || id:909	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.986765352176502	1.7001812760509	0.586825804519584	Lipid	Total cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	909	Total cholesterol in medium VLDL || id:909	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.198013646631622	0.186650366761712	0.288744425995839	Lipid	Total cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	909	Total cholesterol in medium VLDL || id:909	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.373326888280443	0.341432133253373	0.274211794703159	Lipid	Total cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	909	Total cholesterol in medium VLDL || id:909	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.229834123418299	0.169646283649831	0.224273378524666	Lipid	Total cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	910	Cholesterol esters in medium VLDL || id:910	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.94730334010431	1.42931351951984	0.0507621788605738	Lipid	Cholesterol esters in medium VLDL
Lu BF EU sex combined 7 SNPs	910	Cholesterol esters in medium VLDL || id:910	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.371796712904083	0.211860033939721	0.0792735561666061	Lipid	Cholesterol esters in medium VLDL
Lu BF EU sex combined 7 SNPs	910	Cholesterol esters in medium VLDL || id:910	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.705793027749116	0.376753857400064	0.0610196341269474	Lipid	Cholesterol esters in medium VLDL
Lu BF EU sex combined 7 SNPs	910	Cholesterol esters in medium VLDL || id:910	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.220711989802916	0.325417399427644	0.52773093848472	Lipid	Cholesterol esters in medium VLDL
Lu BF EU sex combined 7 SNPs	911	Free cholesterol in medium VLDL || id:911	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.655741961931342	1.57501283576861	0.694428998412969	Lipid	Free cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	911	Free cholesterol in medium VLDL || id:911	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.017530820256897	0.195257170911893	0.928459471742821	Lipid	Free cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	911	Free cholesterol in medium VLDL || id:911	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.357697103721386	0.313291866554628	0.253563106899379	Lipid	Free cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	911	Free cholesterol in medium VLDL || id:911	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.194018916512255	0.188301000271905	0.342571014034068	Lipid	Free cholesterol in medium VLDL
Lu BF EU sex combined 7 SNPs	912	Total lipids in medium VLDL || id:912	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.8349620264253	1.2593569887236	0.0875366612663232	Lipid	Total lipids in medium VLDL
Lu BF EU sex combined 7 SNPs	912	Total lipids in medium VLDL || id:912	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.496491339460318	0.214150340725429	0.0204262763079045	Lipid	Total lipids in medium VLDL
Lu BF EU sex combined 7 SNPs	912	Total lipids in medium VLDL || id:912	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.688498762783549	0.287608332293141	0.0166713714853924	Lipid	Total lipids in medium VLDL
Lu BF EU sex combined 7 SNPs	912	Total lipids in medium VLDL || id:912	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.468361100353407	0.361538610487094	0.25174139587395	Lipid	Total lipids in medium VLDL
Lu BF EU sex combined 7 SNPs	913	Concentration of medium VLDL particles || id:913	Lu BF EU sex combined 7 SNPs	MR Egger	6	-2.4082555255446	1.15296240668156	0.104978387103234	Lipid	Concentration of medium VLDL particles
Lu BF EU sex combined 7 SNPs	913	Concentration of medium VLDL particles || id:913	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.587472414475414	0.199046465221239	0.0031630260178505	Lipid	Concentration of medium VLDL particles
Lu BF EU sex combined 7 SNPs	913	Concentration of medium VLDL particles || id:913	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.653629518726077	0.251606458085722	0.00938163236510484	Lipid	Concentration of medium VLDL particles
Lu BF EU sex combined 7 SNPs	913	Concentration of medium VLDL particles || id:913	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.601700500312043	0.339218230257045	0.136281369470501	Lipid	Concentration of medium VLDL particles
Lu BF EU sex combined 7 SNPs	914	Phospholipids in medium VLDL || id:914	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.563368490453227	1.60622679528638	0.740076987414667	Lipid	Phospholipids in medium VLDL
Lu BF EU sex combined 7 SNPs	914	Phospholipids in medium VLDL || id:914	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0857802218951983	0.202054776773641	0.671172447927427	Lipid	Phospholipids in medium VLDL
Lu BF EU sex combined 7 SNPs	914	Phospholipids in medium VLDL || id:914	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.368175185642886	0.318789231127988	0.248124310208379	Lipid	Phospholipids in medium VLDL
Lu BF EU sex combined 7 SNPs	914	Phospholipids in medium VLDL || id:914	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.189004369965518	0.201372449082075	0.384174181771977	Lipid	Phospholipids in medium VLDL
Lu BF EU sex combined 7 SNPs	915	Triglycerides in medium VLDL || id:915	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.0772793542814875	1.38124297749823	0.957549239121299	Lipid	Triglycerides in medium VLDL
Lu BF EU sex combined 7 SNPs	915	Triglycerides in medium VLDL || id:915	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.251695220944971	0.20151258138442	0.211654171433591	Lipid	Triglycerides in medium VLDL
Lu BF EU sex combined 7 SNPs	915	Triglycerides in medium VLDL || id:915	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.308542129797834	0.27449809999067	0.26100334303469	Lipid	Triglycerides in medium VLDL
Lu BF EU sex combined 7 SNPs	915	Triglycerides in medium VLDL || id:915	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.301834249336152	0.307001779058294	0.363492976257065	Lipid	Triglycerides in medium VLDL
Lu BF EU sex combined 7 SNPs	916	Mono-unsaturated fatty acids || id:916	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.851245249914762	1.36106287476195	0.559124838788867	Fatty acid	Mono-unsaturated fatty acids
Lu BF EU sex combined 7 SNPs	916	Mono-unsaturated fatty acids || id:916	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.0931268485754963	0.188259889008513	0.620831846527719	Fatty acid	Mono-unsaturated fatty acids
Lu BF EU sex combined 7 SNPs	916	Mono-unsaturated fatty acids || id:916	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.25542627357683	0.274638851936837	0.352348195700944	Fatty acid	Mono-unsaturated fatty acids
Lu BF EU sex combined 7 SNPs	916	Mono-unsaturated fatty acids || id:916	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.193948058049303	0.222991317477766	0.417865298350009	Fatty acid	Mono-unsaturated fatty acids
Lu BF EU sex combined 7 SNPs	917	Other polyunsaturated fatty acids than 18:2 || id:917	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.0885879305562861	1.10341179171107	0.939124656854868	Fatty acid	Other polyunsaturated fatty acids than 18:2
Lu BF EU sex combined 7 SNPs	917	Other polyunsaturated fatty acids than 18:2 || id:917	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0152572592196895	0.20339721039923	0.94020505592329	Fatty acid	Other polyunsaturated fatty acids than 18:2
Lu BF EU sex combined 7 SNPs	917	Other polyunsaturated fatty acids than 18:2 || id:917	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.231714625747304	0.21912455748447	0.290303426194218	Fatty acid	Other polyunsaturated fatty acids than 18:2
Lu BF EU sex combined 7 SNPs	917	Other polyunsaturated fatty acids than 18:2 || id:917	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.174116675450161	0.310664149217683	0.595453749783011	Fatty acid	Other polyunsaturated fatty acids than 18:2
Lu BF EU sex combined 7 SNPs	918	Phosphatidylcholine and other cholines || id:918	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.630286291725382	1.0156958278605	0.562085789016115	Lipid	Phosphatidylcholine and other cholines
Lu BF EU sex combined 7 SNPs	918	Phosphatidylcholine and other cholines || id:918	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.00676306776590718	0.189551802729965	0.971538109351438	Lipid	Phosphatidylcholine and other cholines
Lu BF EU sex combined 7 SNPs	918	Phosphatidylcholine and other cholines || id:918	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.141047162511802	0.205767270847667	0.493047779570789	Lipid	Phosphatidylcholine and other cholines
Lu BF EU sex combined 7 SNPs	918	Phosphatidylcholine and other cholines || id:918	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.139170226182515	0.228358110732608	0.564582738081832	Lipid	Phosphatidylcholine and other cholines
Lu BF EU sex combined 7 SNPs	919	Phenylalanine || id:919	Lu BF EU sex combined 7 SNPs	MR Egger	7	1.12181932331687	0.580058458166416	0.110923613138897	Amino acid	Phenylalanine
Lu BF EU sex combined 7 SNPs	919	Phenylalanine || id:919	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.305069441230656	0.140519570739905	0.0299303906727341	Amino acid	Phenylalanine
Lu BF EU sex combined 7 SNPs	919	Phenylalanine || id:919	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.250788513268398	0.13920982298001	0.0716218255039712	Amino acid	Phenylalanine
Lu BF EU sex combined 7 SNPs	919	Phenylalanine || id:919	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.431625207973189	0.191259935560866	0.0648372973784857	Amino acid	Phenylalanine
Lu BF EU sex combined 7 SNPs	920	Pyruvate || id:920	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.00396917397042391	0.680471731452811	0.99557155817106	Carbohydrate	Pyruvate
Lu BF EU sex combined 7 SNPs	920	Pyruvate || id:920	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0335215811586835	0.134448507399141	0.80310820345632	Carbohydrate	Pyruvate
Lu BF EU sex combined 7 SNPs	920	Pyruvate || id:920	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	0.0255206202780384	0.134655761257068	0.849681437912326	Carbohydrate	Pyruvate
Lu BF EU sex combined 7 SNPs	920	Pyruvate || id:920	Lu BF EU sex combined 7 SNPs	Weighted mode	7	-0.00375646033089994	0.169873576749609	0.983074662737746	Carbohydrate	Pyruvate
Lu BF EU sex combined 7 SNPs	921	Total lipids in small HDL || id:921	Lu BF EU sex combined 7 SNPs	MR Egger	6	-1.33655633075522	1.17282746444835	0.318061607328188	Lipid	Total lipids in small HDL
Lu BF EU sex combined 7 SNPs	921	Total lipids in small HDL || id:921	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0150113453485623	0.191429662834192	0.937496328363292	Lipid	Total lipids in small HDL
Lu BF EU sex combined 7 SNPs	921	Total lipids in small HDL || id:921	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.140933498851643	0.227831526695622	0.536188820245953	Lipid	Total lipids in small HDL
Lu BF EU sex combined 7 SNPs	921	Total lipids in small HDL || id:921	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.252980976009641	0.427858333910027	0.580054458696267	Lipid	Total lipids in small HDL
Lu BF EU sex combined 7 SNPs	922	Concentration of small HDL particles || id:922	Lu BF EU sex combined 7 SNPs	MR Egger	6	-0.988841235198365	1.03650442020822	0.394099849326753	Lipid	Concentration of small HDL particles
Lu BF EU sex combined 7 SNPs	922	Concentration of small HDL particles || id:922	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.120821558419126	0.188796757916873	0.522201410473717	Lipid	Concentration of small HDL particles
Lu BF EU sex combined 7 SNPs	922	Concentration of small HDL particles || id:922	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.0931043053262224	0.195226379465093	0.633430249863281	Lipid	Concentration of small HDL particles
Lu BF EU sex combined 7 SNPs	922	Concentration of small HDL particles || id:922	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.445777395177324	0.364326028074007	0.275626952510819	Lipid	Concentration of small HDL particles
Lu BF EU sex combined 7 SNPs	923	Triglycerides in small HDL || id:923	Lu BF EU sex combined 7 SNPs	MR Egger	7	-0.450005960039927	1.38362377863467	0.758170083506906	Lipid	Triglycerides in small HDL
Lu BF EU sex combined 7 SNPs	923	Triglycerides in small HDL || id:923	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0615432200156324	0.194380192542832	0.751537566601413	Lipid	Triglycerides in small HDL
Lu BF EU sex combined 7 SNPs	923	Triglycerides in small HDL || id:923	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.398373977933584	0.274156924037549	0.146199482914307	Lipid	Triglycerides in small HDL
Lu BF EU sex combined 7 SNPs	923	Triglycerides in small HDL || id:923	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.0553321263491169	0.20667378832717	0.797875207339608	Lipid	Triglycerides in small HDL
Lu BF EU sex combined 7 SNPs	924	Total cholesterol in small LDL || id:924	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.99098081372701	2.22507503853761	0.411897071988753	Lipid	Total cholesterol in small LDL
Lu BF EU sex combined 7 SNPs	924	Total cholesterol in small LDL || id:924	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.132780968814135	0.16566438802839	0.422838884350875	Lipid	Total cholesterol in small LDL
Lu BF EU sex combined 7 SNPs	924	Total cholesterol in small LDL || id:924	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.459717688306998	0.462418156307235	0.320144921557296	Lipid	Total cholesterol in small LDL
Lu BF EU sex combined 7 SNPs	924	Total cholesterol in small LDL || id:924	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.219180102059851	0.175131557552865	0.257327730275066	Lipid	Total cholesterol in small LDL
Lu BF EU sex combined 7 SNPs	925	Total lipids in small LDL || id:925	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.83097414583532	1.7920774662672	0.0312647198411359	Lipid	Total lipids in small LDL
Lu BF EU sex combined 7 SNPs	925	Total lipids in small LDL || id:925	Lu BF EU sex combined 7 SNPs	Weighted median	6	0.00971718719292852	0.192165729387482	0.959670796734884	Lipid	Total lipids in small LDL
Lu BF EU sex combined 7 SNPs	925	Total lipids in small LDL || id:925	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.80171138478526	0.53986454964809	0.137537676722953	Lipid	Total lipids in small LDL
Lu BF EU sex combined 7 SNPs	925	Total lipids in small LDL || id:925	Lu BF EU sex combined 7 SNPs	Weighted mode	6	0.0578245673383186	0.225671183777852	0.807978779018014	Lipid	Total lipids in small LDL
Lu BF EU sex combined 7 SNPs	926	Concentration of small LDL particles || id:926	Lu BF EU sex combined 7 SNPs	MR Egger	6	-5.60124030133416	1.83657481526808	0.038034568628266	Lipid	Concentration of small LDL particles
Lu BF EU sex combined 7 SNPs	926	Concentration of small LDL particles || id:926	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.0639093675065141	0.20272671422549	0.752572703155115	Lipid	Concentration of small LDL particles
Lu BF EU sex combined 7 SNPs	926	Concentration of small LDL particles || id:926	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.796653862714537	0.528299437279332	0.131565034536079	Lipid	Concentration of small LDL particles
Lu BF EU sex combined 7 SNPs	926	Concentration of small LDL particles || id:926	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.00722577213251352	0.221742438404486	0.975265275534604	Lipid	Concentration of small LDL particles
Lu BF EU sex combined 7 SNPs	927	Total cholesterol in small VLDL || id:927	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.28346691024699	1.75460053766098	0.497308744552586	Lipid	Total cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	927	Total cholesterol in small VLDL || id:927	Lu BF EU sex combined 7 SNPs	Weighted median	7	-0.0210379826766893	0.181078171351674	0.907508483369824	Lipid	Total cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	927	Total cholesterol in small VLDL || id:927	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.380873611542341	0.357167486480641	0.286255254893005	Lipid	Total cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	927	Total cholesterol in small VLDL || id:927	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.181035836692173	0.176037689916241	0.343425931279238	Lipid	Total cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	928	Free cholesterol in small VLDL || id:928	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.50369223909516	1.81086899922362	0.444156589477445	Lipid	Free cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	928	Free cholesterol in small VLDL || id:928	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.206894080291874	0.173521553209239	0.233133848275197	Lipid	Free cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	928	Free cholesterol in small VLDL || id:928	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.480082781395567	0.370620500753727	0.195199968605412	Lipid	Free cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	928	Free cholesterol in small VLDL || id:928	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.0600245218772519	0.166153654446892	0.730285668884527	Lipid	Free cholesterol in small VLDL
Lu BF EU sex combined 7 SNPs	929	Total lipids in small VLDL || id:929	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.81959224586362	1.59310629903113	0.0745521663241069	Lipid	Total lipids in small VLDL
Lu BF EU sex combined 7 SNPs	929	Total lipids in small VLDL || id:929	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.55733990013938	0.220938533163141	0.0116490289353204	Lipid	Total lipids in small VLDL
Lu BF EU sex combined 7 SNPs	929	Total lipids in small VLDL || id:929	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.78458445284476	0.382958241662789	0.0404868852469165	Lipid	Total lipids in small VLDL
Lu BF EU sex combined 7 SNPs	929	Total lipids in small VLDL || id:929	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.520271019692677	0.349484530104284	0.196742352805987	Lipid	Total lipids in small VLDL
Lu BF EU sex combined 7 SNPs	930	Concentration of small VLDL particles || id:930	Lu BF EU sex combined 7 SNPs	MR Egger	6	-3.611422285048	1.55578480424492	0.0810222687696339	Lipid	Concentration of small VLDL particles
Lu BF EU sex combined 7 SNPs	930	Concentration of small VLDL particles || id:930	Lu BF EU sex combined 7 SNPs	Weighted median	6	-0.571505320781953	0.21705751066808	0.00846425041926532	Lipid	Concentration of small VLDL particles
Lu BF EU sex combined 7 SNPs	930	Concentration of small VLDL particles || id:930	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	6	-0.783131933895743	0.365757086546579	0.0322638947656858	Lipid	Concentration of small VLDL particles
Lu BF EU sex combined 7 SNPs	930	Concentration of small VLDL particles || id:930	Lu BF EU sex combined 7 SNPs	Weighted mode	6	-0.537676876622062	0.323600388880438	0.157494128101533	Lipid	Concentration of small VLDL particles
Lu BF EU sex combined 7 SNPs	931	Phospholipids in small VLDL || id:931	Lu BF EU sex combined 7 SNPs	MR Egger	7	-1.00116327935928	1.66029079444843	0.572810367695879	Lipid	Phospholipids in small VLDL
Lu BF EU sex combined 7 SNPs	931	Phospholipids in small VLDL || id:931	Lu BF EU sex combined 7 SNPs	Weighted median	7	0.263912290681809	0.192233173612804	0.169790930795452	Lipid	Phospholipids in small VLDL
Lu BF EU sex combined 7 SNPs	931	Phospholipids in small VLDL || id:931	Lu BF EU sex combined 7 SNPs	Inverse variance weighted (multiplicative random effects)	7	-0.407528739406027	0.333331881855438	0.22148400932702	Lipid	Phospholipids in small VLDL
Lu BF EU sex combined 7 SNPs	931	Phospholipids in small VLDL || id:931	Lu BF EU sex combined 7 SNPs	Weighted mode	7	0.176385444154816	0.17791960380245	0.35978249715907	Lipid	Phospholipids in small VLDL
