metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description
remnantc	2589	0.0876941261789659	0.00611809139072323	6.77764596306026e-45	0.0757026670531484	0.0996855853047834	Remnant cholesterol (non-HDL, non-LDL -cholesterol) (mmol/l)	Cholesterol	Cholesterol	Remnant cholesterol (mmol/l)	Remnant C	no	bmi	young_adults	model1	age + sex
ldlc	2589	0.0578348287802005	0.00875393406351773	4.75371839651146e-11	0.0406771180157057	0.0749925395446953	Total cholesterol in LDL (mmol/l)	Cholesterol	Cholesterol	LDL cholesterol (mmol/l)	LDL C	no	bmi	young_adults	model1	age + sex
hdlc	2589	-0.0984455934534967	0.00630727771177641	1.48556268400188e-52	-0.110807857768578	-0.0860833291384149	Total cholesterol in HDL (mmol/l)	Cholesterol	Cholesterol	HDL cholesterol (mmol/l)	HDL C	no	bmi	young_adults	model1	age + sex
hdl2c	2589	-0.0922648254135656	0.00571540294670137	6.28306435762038e-56	-0.1034670151891	-0.0810626356380309	Total cholesterol in HDL2 (mmol/l)	Cholesterol	Cholesterol	HDL2 cholesterol (mmol/l)	HDL2 C	no	bmi	young_adults	model1	age + sex
hdl3c	2589	-0.00617892290437995	0.000711384001440762	6.54767288520046e-18	-0.00757323554720384	-0.00478461026155606	Total cholesterol in HDL3 (mmol/l)	Cholesterol	Cholesterol	HDL3 cholesterol (mmol/l)	HDL3 C	no	bmi	young_adults	model1	age + sex
estc	2589	0.0337163601421522	0.0121118158273734	0.00541240323509635	0.00997720112050034	0.0574555191638041	Esterified cholesterol (mmol/l)	Cholesterol	Cholesterol	Esterified cholesterol (mmol/l)	Esterified C	no	bmi	young_adults	model1	age + sex
freec	2589	0.0133746931608369	0.00490742631867311	0.00646567034450821	0.0037561375762376	0.0229932487454362	Free cholesterol (mmol/l)	Cholesterol	Cholesterol	Free cholesterol (mmol/l)	Free C	no	bmi	young_adults	model1	age + sex
serumtg	2589	0.132751200815584	0.00750884972766144	4.04235349802537e-66	0.118033855349368	0.1474685462818	Serum total triglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Triglycerides (mmol/l)	Triglycerides	no	bmi	young_adults	model1	age + sex
vldltg	2589	0.123579386367277	0.0064174634046229	2.50543101869751e-77	0.111001158094216	0.136157614640338	Triglycerides in VLDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	VLDL triglycerides (mmol/l)	VLDL triglycerides	no	bmi	young_adults	model1	age + sex
ldltg	2589	0.00270624748662077	0.000761682238129555	0.000387699529761453	0.00121335029988684	0.0041991446733547	Triglycerides in LDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	LDL triglycerides (mmol/l)	LDL triglycerides	no	bmi	young_adults	model1	age + sex
hdltg	2589	0.00308772353674661	0.000585166681101481	1.42480083636746e-07	0.00194079684178771	0.00423465023170551	Triglycerides in HDL (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	HDL triglycerides (mmol/l)	HDL triglycerides	no	bmi	young_adults	model1	age + sex
totpg	2589	-0.00987747436441017	0.00661651561864159	0.135598132876232	-0.0228458449769477	0.00309089624812735	Total phosphoglycerides (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphoglycerides (mmol/l)	Phosphoglycerides	no	bmi	young_adults	model1	age + sex
tgpg	2589	0.0577819349281904	0.00383917121670109	3.88328363996433e-49	0.0502571593434563	0.0653067105129245	Ratio of triglycerides to phosphoglycerides ratio (%)	Glycerides and phospholipids ratios	Glycerides and phospholipids ratios	Triglycerides phosphoglycerides ratio (%)	Ratio	yes	bmi	young_adults	model1	age + sex
pc	2589	0.0116704533558769	0.00723085834963008	0.106654037374461	-0.00250202900939806	0.0258429357211519	Phosphatidylcholine and other cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Phosphatidylcholine + other cholines (mmol/l)	Phosphatidylcholine + other cholines	no	bmi	young_adults	model1	age + sex
sm	2589	-0.00173786796562898	0.00139195345291313	0.211957368032759	-0.00446609673333871	0.000990360802080755	Sphingomyelins (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Sphingomyelins (mmol/l)	Sphingomyelins	no	bmi	young_adults	model1	age + sex
totcho	2589	-0.00724478009850746	0.00795535909916323	0.362549332607508	-0.0228372839328674	0.00834772373585247	Total cholines (mmol/l)	Glycerides and phospholipids	Glycerides and phospholipids	Cholines (mmol/l)	Cholines	no	bmi	young_adults	model1	age + sex
apoa1	2589	-0.0416526135267238	0.004034204635006	1.61764631669208e-24	-0.0495596546113356	-0.033745572442112	Apolipoprotein A-I (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein A-I (g/l)	Apolipoprotein A-I	no	bmi	young_adults	model1	age + sex
apob	2589	0.0439314075359623	0.00315370731921883	1.38427781797231e-42	0.0377501411902934	0.0501126738816312	Apolipoprotein B (g/l)	Apolipoproteins	Apolipoproteins	Apolipoprotein B (g/l)	Apolipoprotein B	no	bmi	young_adults	model1	age + sex
apobapoa1	2589	0.0455027160032378	0.00211000897775865	5.50041540310555e-95	0.0413670984068308	0.0496383335996448	Ratio of apolipoprotein B to apolipoprotein A-I	Apolipoproteins	Apolipoproteins	Apolipoprotein B/A-I (g/l)	Apolipoprotein B/A-I	no	bmi	young_adults	model1	age + sex
totfa	2589	0.284128457419936	0.0406391377207084	3.44870045472331e-12	0.204475747487348	0.363781167352524	Total fatty acids (mmol/l)	Fatty acids	Fatty acids	Total fatty acids (mmol/l)	Total fatty acids	no	bmi	young_adults	model1	age + sex
unsat	2589	-0.00786815321205673	0.00111428022552187	2.11292468346699e-12	-0.0100521424540796	-0.00568416397003387	Estimated degree of unsaturation	Fatty acids	Fatty acids	Degree of unsaturation	Degree of unsaturation	no	bmi	young_adults	model1	age + sex
dha	2589	-0.00325132622252015	0.000656114827634884	7.68361751664536e-07	-0.00453731128468452	-0.00196534116035578	22:6, docosahexaenoic acid (mmol/l)	Fatty acids	Fatty acids	Docosahexaenoic acid (mmol/l)	Docosahexaenoic acid	no	bmi	young_adults	model1	age + sex
la	2589	0.020268723574839	0.0114450160003639	0.0766843276130506	-0.00216350778587424	0.0427009549355522	18:2, linoleic acid (mmol/l)	Fatty acids	Fatty acids	Linoleic acid (mmol/l)	Linoleic acid	no	bmi	young_adults	model1	age + sex
faw3	2589	-0.00295271375296205	0.00166539685494496	0.0763499105663027	-0.00621689158865417	0.000311464082730072	Omega-3 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-3 fatty acids (mmol/l)	n-3 fatty acids	no	bmi	young_adults	model1	age + sex
faw6	2589	0.0427673093584305	0.0128583241082156	0.000893204888960273	0.0175649941063279	0.0679696246105331	Omega-6 fatty acids (mmol/l)	Fatty acids	Fatty acids	n-6 fatty acids (mmol/l)	n-6 fatty acids	no	bmi	young_adults	model1	age + sex
pufa	2589	0.0398216238546982	0.0142453691018701	0.00522169851641335	0.0119007004150328	0.0677425472943636	Polyunsaturated fatty acids (mmol/l)	Fatty acids	Fatty acids	PUFA (mmol/l)	PUFA	no	bmi	young_adults	model1	age + sex
mufa	2589	0.138901475401913	0.0133056621056351	5.11864346678491e-25	0.112822377674868	0.164980573128958	Monounsaturated fatty acids; 16:1, 18:1 (mmol/l)	Fatty acids	Fatty acids	MUFA (mmol/l)	MUFA	no	bmi	young_adults	model1	age + sex
sfa	2589	0.105396546039052	0.0149184514141287	2.05919285254498e-12	0.0761563812673598	0.134636710810744	Saturated fatty acids (mmol/l)	Fatty acids	Fatty acids	Saturated fatty acids (mmol/l)	Saturated fatty acids	no	bmi	young_adults	model1	age + sex
dhafa	2589	-0.0761870101678677	0.00570622737641891	2.26606778319622e-39	-0.0873712158256488	-0.0650028045100866	Ratio of 22:6 docosahexaenoic acid to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Docosahexaenoic acid (%)	Ratio	yes	bmi	young_adults	model1	age + sex
lafa	2589	-0.661015642046339	0.0561136468907937	3.06980036303738e-31	-0.770998389952295	-0.551032894140383	Ratio of 18:2 linoleic acid to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Linoleic acid (%)	Ratio	yes	bmi	young_adults	model1	age + sex
faw3fa	2589	-0.147114013296988	0.0117598191120317	6.61726586736544e-35	-0.17016325875657	-0.124064767837406	Ratio of omega-3 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-3 fatty acids (%)	Ratio	yes	bmi	young_adults	model1	age + sex
faw6fa	2589	-0.567829668306912	0.0455008043027155	9.48188395827027e-35	-0.657011244740234	-0.47864809187359	Ratio of omega-6 fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	n-6 fatty acids (%)	Ratio	yes	bmi	young_adults	model1	age + sex
pufafa	2589	-0.714962600837106	0.0504598439056564	6.03132413426363e-44	-0.813863894892193	-0.61606130678202	Ratio of polyunsaturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	PUFA (%)	Ratio	yes	bmi	young_adults	model1	age + sex
mufafa	2589	0.737782252518443	0.0554926964612339	4.59748806068027e-39	0.629016567454425	0.846547937582461	Ratio of monounsaturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	MUFA (%)	Ratio	yes	bmi	young_adults	model1	age + sex
sfafa	2589	-0.0228382264584878	0.0354196024284395	0.519120114595042	-0.0922606472182292	0.0465841943012536	Ratio of saturated fatty acids to total fatty acids (%)	Fatty acids ratios	Fatty acids ratios	Saturated fatty acids (%)	Ratio	yes	bmi	young_adults	model1	age + sex
glc	2589	0.0637701289033623	0.00856117372142073	1.27703998213205e-13	0.0469902284093777	0.0805500293973469	Glucose (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Glucose (mmol/l)	Glucose	no	bmi	young_adults	model1	age + sex
lac	2589	0.0420792274580677	0.00940955851126708	8.0849603873312e-06	0.0236364927759842	0.0605219621401512	Lactate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Lactate (mmol/l)	Lactate	no	bmi	young_adults	model1	age + sex
cit	2589	-0.00346538473127044	0.000512454729165909	1.6728903967642e-11	-0.00446979600043562	-0.00246097346210526	Citrate (mmol/l)	Glycolysis related metabolites	Glycolysis related metabolites	Citrate (mmol/l)	Citrate	no	bmi	young_adults	model1	age + sex
ala	2589	0.00609873812093983	0.00116767955141023	1.90116189056267e-07	0.00381008620017578	0.00838739004170388	Alanine (mmol/l)	Amino acids	Amino acids	Alanine (mmol/l)	Alanine	no	bmi	young_adults	model1	age + sex
gln	2589	-0.00721419167377064	0.00148368095575602	1.22946765662782e-06	-0.0101222063470524	-0.00430617700048884	Glutamine (mmol/l)	Amino acids	Amino acids	Glutamine (mmol/l)	Glutamine	no	bmi	young_adults	model1	age + sex
his	2589	-0.000189269272624752	0.000166648975093334	0.256172274156275	-0.000515901263807687	0.000137362718558183	Histidine (mmol/l)	Amino acids	Amino acids	Histidine (mmol/l)	Histidine	no	bmi	young_adults	model1	age + sex
ile	2589	0.00390257518438253	0.000212997342751848	1.33999218271141e-70	0.00348510039258891	0.00432004997617615	Isoleucine (mmol/l)	Amino acids	Branched-chain amino acids	Isoleucine (mmol/l)	Isoleucine	no	bmi	young_adults	model1	age + sex
leu	2589	0.00394610430037725	0.000224117455374472	1.26056431254248e-65	0.00350683408784328	0.00438537451291122	Leucine (mmol/l)	Amino acids	Branched-chain amino acids	Leucine (mmol/l)	Leucine	no	bmi	young_adults	model1	age + sex
val	2589	0.00856750098319105	0.000536639344710286	8.54292116116552e-55	0.00751568786755889	0.00961931409882321	Valine (mmol/l)	Amino acids	Branched-chain amino acids	Valine (mmol/l)	Valine	no	bmi	young_adults	model1	age + sex
phe	2589	0.00127051541241902	0.000129414062841466	2.31772576540576e-22	0.00101686384924975	0.00152416697558829	Phenylalanine (mmol/l)	Amino acids	Aromatic amino acids	Phenylalanine (mmol/l)	Phenylalanine	no	bmi	young_adults	model1	age + sex
tyr	2589	0.00280948114004693	0.000190241126075104	1.91340276461092e-47	0.00243660853293973	0.00318235374715413	Tyrosine (mmol/l)	Amino acids	Aromatic amino acids	Tyrosine (mmol/l)	Tyrosine	no	bmi	young_adults	model1	age + sex
ace	2589	-0.00212653438747679	0.00063009806577647	0.00074925406674275	-0.00336152659639867	-0.000891542178554909	Acetate (mmol/l)	Ketone bodies	Ketone bodies	Acetate (mmol/l)	Acetate	no	bmi	young_adults	model1	age + sex
acace	2589	-0.0007974982477452	0.000210217430936413	0.000151833015155906	-0.00120952441238057	-0.000385472083109831	Acetoacetate (mmol/l)	Ketone bodies	Ketone bodies	Acetoacetate (mmol/l)	Acetoacetate	no	bmi	young_adults	model1	age + sex
bohbut	2589	-0.00549931436889926	0.00171397043861778	0.00135050272533562	-0.00885869642859011	-0.00213993230920841	3-hydroxybutyrate (mmol/l)	Ketone bodies	Ketone bodies	Beta-hydroxybutyrate (mmol/l)	Beta-hydroxybutyrate	no	bmi	young_adults	model1	age + sex
crea	2589	4.1889887577474e-05	0.000157627137779053	0.790450620844779	-0.00026705930246947	0.000350839077624418	Creatinine (mmol/l)	Fluid balance	Fluid balance	Creatinine (mmol/l)	Creatinine	no	bmi	young_adults	model1	age + sex
alb	2589	-0.000503206098209718	0.000112673508228917	8.30970806930722e-06	-0.000724046174338395	-0.000282366022081041	Albumin  (signal area)	Fluid balance	Fluid balance	Albumin (signal area)	Albumin	no	bmi	young_adults	model1	age + sex
xxlvldlp	2589	2.66418084286696e-11	1.50827385437797e-12	5.16749804839243e-66	2.36855916740888e-11	2.95980251832504e-11	Concentration of chylomicrons and extremely large VLDL particles (mol/l)	Lipoprotein subclasses	Extremely large VLDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
xxlvldll	2589	0.00568840652001383	0.000322880528351842	1.0701999005665e-65	0.00505556068444422	0.00632125235558344	Total lipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
xxlvldlpl	2589	0.000701469635525746	4.06265494884276e-05	2.62268689036442e-63	0.000621841598528428	0.000781097672523064	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
xxlvldlc	2589	0.000937441064582154	5.59058327127233e-05	5.49788235984759e-60	0.000827865632465216	0.00104701649669909	Total cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex
xxlvldlce	2589	0.00049221382428245	3.04900335035073e-05	6.26042940684797e-56	0.000432453358615576	0.000551974289949324	Cholesterol esters in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex
xxlvldlfc	2589	0.00044523190003467	2.62024270833886e-05	1.80850688516843e-61	0.000393875142951228	0.000496588657118112	Free cholesterol in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex
xxlvldltg	2589	0.00404969847468099	0.000227798537339313	8.51300985622297e-67	0.00360321334149594	0.00449618360786604	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex
xlvldlp	2589	1.66176654751844e-10	9.12383701717131e-12	7.82117587318823e-70	1.48293934198188e-10	1.840593753055e-10	Concentration of very large VLDL particles (mol/l)	Lipoprotein subclasses	Very large VLDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
xlvldll	2589	0.0160455698236773	0.000883187537161267	1.63705700383574e-69	0.0143145222508412	0.0177766173965134	Total lipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
xlvldlpl	2589	0.00261763979469593	0.000146295646073733	1.35715146998769e-67	0.00233090032839141	0.00290437926100045	Phospholipids in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
xlvldlc	2589	0.00288749507040876	0.00016494093315631	6.18447250546292e-65	0.00256421084142239	0.00321077929939513	Total cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex
xlvldlce	2589	0.00155777821840032	8.86087476152353e-05	1.92605454580074e-65	0.00138410507307446	0.00173145136372618	Cholesterol esters in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex
xlvldlfc	2589	0.00132977434225368	7.66559442839055e-05	7.43342123474031e-64	0.00117952869145723	0.00148001999305013	Free cholesterol in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex
xlvldltg	2589	0.0105409553232474	0.000575884204292329	1.80222551303871e-70	0.00941222228283444	0.0116696883636604	Triglycerides in very large VLDL (mmol/l)	Lipoprotein subclasses	Very large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex
lvldlp	2589	1.06990823219033e-09	5.55675521680665e-11	2.61538367272829e-77	9.6099582994092e-10	1.17882063443974e-09	Concentration of large VLDL particles (mol/l)	Lipoprotein subclasses	Large VLDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
lvldll	2589	0.0617539522987684	0.00321380626140872	5.04868147172669e-77	0.0554548920264073	0.0680530125711295	Total lipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
lvldlpl	2589	0.0112656581358255	0.000588617097181005	1.81504453246475e-76	0.0101119686253507	0.0124193476463003	Phospholipids in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
lvldlc	2589	0.0134605692348284	0.00071256976634321	1.16922927413498e-74	0.0120639324927957	0.0148572059768611	Total cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex
lvldlce	2589	0.00676369648657499	0.000353551449711142	2.09266198999419e-76	0.00607073564514115	0.00745665732800883	Cholesterol esters in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex
lvldlfc	2589	0.00669676911368064	0.000362863576784905	1.52735069176486e-71	0.00598555650318223	0.00740798172417905	Free cholesterol in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex
lvldltg	2589	0.0370286331351695	0.0019195010805371	1.40992240207849e-77	0.0332664110173168	0.0407908552530222	Triglycerides in large VLDL (mmol/l)	Lipoprotein subclasses	Large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex
mvldlp	2589	2.91314987916632e-09	1.44510808898852e-10	4.68381268010475e-84	2.62990869372457e-09	3.19639106460807e-09	Concentration of medium VLDL particles (mol/l)	Lipoprotein subclasses	Medium VLDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
mvldll	2589	0.0963708141750197	0.00480457876970521	2.70405707730189e-83	0.0869538397863975	0.105787788563642	Total lipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
mvldlpl	2589	0.0185326890522445	0.000924464978744628	3.28485322279715e-83	0.016720737693905	0.020344640410584	Phospholipids in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
mvldlc	2589	0.023509499231299	0.00125249447153066	8.5810575761998e-74	0.0210546100670989	0.0259643883954991	Total cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex
mvldlce	2589	0.0118438289047929	0.000671804877978402	8.82995653158061e-66	0.0105270913439552	0.0131605664656306	Cholesterol esters in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex
mvldlfc	2589	0.0116653417102054	0.000600724299954679	1.60953595468087e-78	0.0104879220822942	0.0128427613381166	Free cholesterol in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex
mvldltg	2589	0.0543278433184718	0.00266351302026345	7.16376087428315e-86	0.0491073577987554	0.0595483288381882	Triglycerides in medium VLDL (mmol/l)	Lipoprotein subclasses	Medium VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex
svldlp	2589	3.24235845883778e-09	1.58879044425726e-10	5.93807048101589e-86	2.93095553176336e-09	3.5537613859122e-09	Concentration of small VLDL particles (mol/l)	Lipoprotein subclasses	Small VLDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
svldll	2589	0.0621151432216468	0.00307602645021193	2.55844784475894e-84	0.0560861313792314	0.0681441550640622	Total lipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
svldlpl	2589	0.012120948071464	0.00062956096368086	2.6677079623667e-77	0.0108870085826495	0.0133548875602785	Phospholipids in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
svldlc	2589	0.0205206303843528	0.00116342848470854	7.75714015383239e-66	0.0182403105543241	0.0228009502143815	Total cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex
svldlce	2589	0.0126084726758426	0.000775418369488429	1.11632893935194e-56	0.0110886526716453	0.0141282926800399	Cholesterol esters in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex
svldlfc	2589	0.00791137245167805	0.000425809338535536	1.99064251660343e-72	0.0070767861481484	0.0087459587552077	Free cholesterol in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex
svldltg	2589	0.0294750197349972	0.00143687144943054	9.20548921780454e-87	0.0266587516941133	0.0322912877758811	Triglycerides in small VLDL (mmol/l)	Lipoprotein subclasses	Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex
xsvldlp	2589	2.20367818097778e-09	1.64733806554187e-10	1.64150187064343e-39	1.88079992013157e-09	2.52655644182399e-09	Concentration of very small VLDL particles (mol/l)	Lipoprotein subclasses	Very Small VLDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
xsvldll	2589	0.0270114234901955	0.00210704890942289	1.61103547402137e-36	0.0228816076277266	0.0311412393526644	Total lipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
xsvldlpl	2589	0.00686343997325822	0.000703604736630512	4.21609183250971e-22	0.00548437468946242	0.00824250525705402	Phospholipids in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Phospholipids  (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
xsvldlc	2589	0.0120909678364665	0.00106713381563721	4.45082556581247e-29	0.00999938555781757	0.0141825501151154	Total cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex
xsvldlce	2589	0.00848280108476527	0.000734746661718686	4.21506992070029e-30	0.00704269762779665	0.00992290454173389	Cholesterol esters in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex
xsvldlfc	2589	0.00360876218634322	0.000349535557774257	1.62436870380807e-24	0.00292367249310568	0.00429385187958076	Free cholesterol in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex
xsvldltg	2589	0.00805554646890957	0.000490187675862601	8.47428359009929e-58	0.00709477862421887	0.00901631431360027	Triglycerides in very small VLDL (mmol/l)	Lipoprotein subclasses	Very Small VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex
idlp	2589	3.61038633871927e-09	4.90765107443831e-10	2.51942890107415e-13	2.64848672812936e-09	4.57228594930918e-09	Concentration of IDL particles (mol/l)	Lipoprotein subclasses	IDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
idll	2589	0.0356069229766526	0.00507383843581633	2.86913033760641e-12	0.0256621996424526	0.0455516463108526	Total lipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
idlpl	2589	0.00764457091725893	0.00127166125654865	2.09773019272196e-09	0.00515211485442358	0.0101370269800943	Phospholipids in IDL (mmol/l)	Lipoprotein subclasses	IDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
idlc	2589	0.0239223861000833	0.00348246346954532	8.048463513161e-12	0.0170967576997745	0.0307480145003921	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex
idlce	2589	0.0200195902605435	0.00251568822997807	2.59397733662477e-15	0.0150888413297865	0.0249503391913005	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex
idlfc	2589	0.00390268964274688	0.000983247359898316	7.4084165217176e-05	0.00197552481734618	0.00582985446814758	Free cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Free cholesterol (mmol/l)	Free cholesterol	no	whr	young_adults	model1	age + sex
idltg	2589	0.00403918381036073	0.000471952133481193	1.93006635089854e-17	0.00311415762873759	0.00496420999198387	Triglycerides in IDL (mmol/l)	Lipoprotein subclasses	IDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex
lldlp	2589	6.51282189406172e-09	8.88094218571647e-10	2.98530911531837e-13	4.77215722566129e-09	8.25348656246215e-09	Concentration of large LDL particles (mol/l)	Lipoprotein subclasses	Large LDL	Particle concentration (mol/l)	Particle concentration	no	whr	young_adults	model1	age + sex
lldll	2589	0.0458283194213061	0.00638727725838035	9.40757787876253e-13	0.0333092559948806	0.0583473828477316	Total lipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Total lipids (mmol/l)	Total lipids	no	whr	young_adults	model1	age + sex
lldlpl	2589	0.00967488413720482	0.00133260772538949	5.09238670707935e-13	0.00706297299544142	0.0122867952789682	Phospholipids in large LDL (mmol/l)	Lipoprotein subclasses	Large LDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model1	age + sex
