metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description	model_exposure	exposure_model
xxlvldlpl	2589	0.000689910729702635	4.0928510996737e-05	1.44760815177614e-60	0.00060969084814903	0.000770130611256239	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xxlvldlpl	2589	0.000701112671364181	4.20700979414573e-05	2.62954824142385e-59	0.000618655279398925	0.000783570063329437	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xxlvldlpl	3505	0.000784539318505111	4.12677916000864e-05	9.07199933333804e-77	0.000703654446968942	0.00086542419004128	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xxlvldlpl	3505	0.000814487321965136	3.99289021449693e-05	1.75389328893838e-87	0.000736226673760996	0.000892747970169276	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xxlvldlpl	3505	0.000679290456840688	4.00850906397413e-05	5.7166148171839e-62	0.000600723679186795	0.000757857234494581	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xxlvldlpl	588	0.000381746190333388	9.08885756930848e-05	3.08790040355814e-05	0.000203604581974942	0.000559887798691834	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
xxlvldlpl	588	0.000386335772926025	0.000117296174393472	0.00104919611405951	0.00015643527111482	0.00061623627473723	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adolescents	model3	physical activity	model3_bf	bf_model3
xxlvldlpl	575	0.000662639592778421	7.82362313911967e-05	2.11854232197642e-16	0.000509296579251675	0.000815982606305166	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
xxlvldlpl	575	0.000634182987938059	7.84468753923573e-05	3.80018426813295e-15	0.000480427112169039	0.000787938863707079	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	young_adults	model3	physical activity	model3_whr	whr_model3
xxlvldlpl	575	0.000693419697400623	8.70846112131793e-05	9.2503877615107e-15	0.000522733859422792	0.000864105535378454	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	young_adults	model3	physical activity	model3_bf	bf_model3
xxlvldlpl	2981	0.000775424764773427	4.42918013416598e-05	2.16008353032114e-65	0.000688612834143774	0.00086223669540308	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
xxlvldlpl	2981	0.000759458578025966	4.32539203950135e-05	9.5868025519112e-66	0.00067468089405174	0.000844236262000193	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	whr	adults	model3	physical activity	model3_whr	whr_model3
xxlvldlpl	2981	0.000667647198020341	4.29211524945399e-05	1.62974443083208e-52	0.000583521739131043	0.000751772656909639	Phospholipids in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Phospholipids (mmol/l)	Phospholipids	no	bf	adults	model3	physical activity	model3_bf	bf_model3
xxlvldltg	4450	0.00281135367069101	0.000285145899396144	1.06576222462226e-22	0.00225246770787457	0.00337023963350745	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model1	age + sex	model1_bmi	bmi_model1
xxlvldltg	4450	0.00316728101284671	0.000285392790941095	3.0058288135612e-28	0.00260791114260216	0.00372665088309126	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	children	model1	age + sex	model1_whr	whr_model1
xxlvldltg	4450	0.00251283843981559	0.000281477443082669	6.26707768068258e-19	0.00196114265137356	0.00306453422825762	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	children	model1	age + sex	model1_bf	bf_model1
xxlvldltg	1762	0.0030602858095809	0.000275243090231007	8.41471941653762e-28	0.00252080935272813	0.00359976226643367	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
xxlvldltg	1762	0.0033699680462098	0.000360905928922086	2.87683497525586e-20	0.00266259242552251	0.00407734366689709	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adolescents	model1	age + sex	model1_bf	bf_model1
xxlvldltg	2589	0.00355083409448702	0.000202478870177303	3.8252593673517e-65	0.00315397550893951	0.00394769268003453	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
xxlvldltg	2589	0.00404969847468099	0.000227798537339313	8.51300985622297e-67	0.00360321334149594	0.00449618360786604	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model1	age + sex	model1_whr	whr_model1
xxlvldltg	2589	0.00417036187245237	0.000232346911501934	5.5385196488283e-68	0.00371496192590858	0.00462576181899616	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	young_adults	model1	age + sex	model1_bf	bf_model1
xxlvldltg	3505	0.00468050455093403	0.000228462246105095	3.43556272096924e-88	0.00423271854856804	0.00512829055330002	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
xxlvldltg	3505	0.00479764709252623	0.00022261608167282	7.77910444744829e-97	0.0043613195724475	0.00523397461260496	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	adults	model1	age + sex	model1_whr	whr_model1
xxlvldltg	3505	0.00405641938645936	0.000222145181720282	3.14615549354713e-71	0.00362101483028761	0.00449182394263111	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model1	age + sex	model1_bf	bf_model1
xxlvldltg	4450	0.0029428304081873	0.000326437161909569	2.86765217573675e-19	0.00230301357084454	0.00358264724553006	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xxlvldltg	4450	0.00317790652270652	0.000284900228941834	1.62362586471378e-28	0.00261950207398053	0.00373631097143251	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xxlvldltg	4450	0.00249060254418584	0.000313458369580326	2.43090408023956e-15	0.0018762241398084	0.00310498094856328	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xxlvldltg	1762	0.00324205486546464	0.000291117528448196	6.99331831514527e-28	0.00267146450970618	0.0038126452212231	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xxlvldltg	1762	0.0034240911557798	0.000371880523424613	9.22022941685578e-20	0.00269520532986756	0.00415297698169204	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xxlvldltg	2589	0.00352258744606348	0.000204877562443469	8.16233823789778e-63	0.00312102742367428	0.00392414746845268	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xxlvldltg	2589	0.00398683137052963	0.000229543362396287	5.38618097305477e-64	0.00353692638023291	0.00443673636082635	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xxlvldltg	2589	0.00414619371377154	0.000235324604883748	1.05736143033026e-65	0.00368495748819939	0.00460742993934369	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xxlvldltg	3505	0.00452204477540264	0.000232890931228069	7.66450758635178e-80	0.00406557855019562	0.00497851100060966	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xxlvldltg	3505	0.00467348372717441	0.00022539196779449	3.60182742599714e-90	0.00423171547029721	0.00511525198405161	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xxlvldltg	3505	0.00388839282013917	0.000226443447403584	1.62342420098698e-63	0.00344456366322815	0.00433222197705019	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xxlvldltg	588	0.00234325849332055	0.000539824091774424	1.67573999397806e-05	0.00128520327344268	0.00340131371319842	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
xxlvldltg	588	0.00236443904266667	0.000696980510574814	0.000740116063557761	0.000998357241940034	0.00373052084339331	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adolescents	model3	physical activity	model3_bf	bf_model3
xxlvldltg	575	0.00400973582776861	0.000441833402757642	1.85975038409509e-18	0.00314374235836363	0.00487572929717359	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
xxlvldltg	575	0.00370975431795254	0.000445264767405614	6.0319369914219e-16	0.00283703537383754	0.00458247326206754	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	young_adults	model3	physical activity	model3_whr	whr_model3
xxlvldltg	575	0.00422560682274611	0.000491831866208632	8.3301266958229e-17	0.00326161636497719	0.00518959728051503	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	young_adults	model3	physical activity	model3_bf	bf_model3
xxlvldltg	2981	0.004450444407202	0.000248916532364264	5.49012562429997e-68	0.00396256800376804	0.00493832081063596	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
xxlvldltg	2981	0.00434614303986485	0.000243157145224541	5.99763883427886e-68	0.00386955503522475	0.00482273104450495	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	whr	adults	model3	physical activity	model3_whr	whr_model3
xxlvldltg	2981	0.00380770179696212	0.000241444167763605	7.13842010437798e-54	0.00333447122814545	0.00428093236577879	Triglycerides in chylomicrons and extremely large VLDL (mmol/l)	Lipoprotein subclasses	Extremely large VLDL	Triglycerides (mmol/l)	Triglycerides	no	bf	adults	model3	physical activity	model3_bf	bf_model3
idlc	4450	0.00447950135123282	0.00202271648127473	0.0268382802331251	0.000514977047934349	0.00844402565453129	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model1	age + sex	model1_bmi	bmi_model1
idlc	4450	-0.00107351737619655	0.00203129879975608	0.597186937625319	-0.00505486302371847	0.00290782827132537	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	children	model1	age + sex	model1_whr	whr_model1
idlc	4450	0.00496863896840756	0.00199254841728994	0.0126812048341795	0.00106324407051928	0.00887403386629584	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	children	model1	age + sex	model1_bf	bf_model1
idlc	1762	0.0104709841071158	0.0030525172774804	0.000616901676328177	0.00448805024325422	0.0164539179709774	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
idlc	1762	0.0164646716272569	0.00395741087739784	3.32927258303704e-05	0.00870814630755713	0.0242211969469567	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adolescents	model1	age + sex	model1_bf	bf_model1
idlc	2589	0.0220283693211707	0.00308869505851134	1.2792408211962e-12	0.0159745270064885	0.0280822116358529	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
idlc	2589	0.0239223861000833	0.00348246346954532	8.048463513161e-12	0.0170967576997745	0.0307480145003921	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model1	age + sex	model1_whr	whr_model1
idlc	2589	0.0335743841484026	0.00352675891977442	3.83256195133332e-21	0.0266619366656447	0.0404868316311605	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	young_adults	model1	age + sex	model1_bf	bf_model1
idlc	3505	0.0181948931540719	0.00304617085853508	2.56158896094643e-09	0.0122243982713431	0.0241653880368007	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
idlc	3505	0.0229536778809579	0.0029750945685586	1.56339258453266e-14	0.017122492526583	0.0287848632353328	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	adults	model1	age + sex	model1_whr	whr_model1
idlc	3505	0.024588571497751	0.0029145812857703	4.72320744388087e-17	0.0188759921776412	0.0303011508178608	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model1	age + sex	model1_bf	bf_model1
idlc	4450	0.00677813674426342	0.00231459263099679	0.00342402728696299	0.00224153518750971	0.0113147383010171	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
idlc	4450	-0.00106868153238112	0.00203157904880984	0.598890190213228	-0.00505057646804841	0.00291321340328617	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
idlc	4450	0.00691923547763516	0.0022178198782535	0.00182110674230206	0.0025723085162583	0.011266162439012	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
idlc	1762	0.0139815410334256	0.00322404653879262	1.5289872618444e-05	0.00766240981739206	0.0203006722494591	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
idlc	1762	0.0196470849306085	0.00407005772984688	1.50461369515544e-06	0.0116697717801086	0.0276243980811084	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
idlc	2589	0.0218325244998342	0.00312700446530476	3.6883410330919e-12	0.0157035957478369	0.0279614532518315	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
idlc	2589	0.0240340871988551	0.00350836397971574	9.16593683928453e-12	0.0171576937986123	0.030910480599098	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
idlc	2589	0.0334880234424264	0.00357452935025693	1.55111327756938e-20	0.0264819459159228	0.04049410096893	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
idlc	3505	0.0164778225806167	0.00310521597432878	1.18699751811005e-07	0.0103915992709323	0.0225640458903011	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
idlc	3505	0.021956324096578	0.00301506493262575	4.03706845941519e-13	0.0160467968286315	0.0278658513645245	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
idlc	3505	0.023400196281558	0.0029728580193676	4.64399340910199e-15	0.0175733945635975	0.0292269979995185	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
idlc	588	0.0126589767599924	0.00603499871167448	0.036373971749596	0.000830379285110419	0.0244875742348744	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
idlc	588	0.0162437529857108	0.00774399822332234	0.0363740955949568	0.00106551646799902	0.0314219895034226	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adolescents	model3	physical activity	model3_bf	bf_model3
idlc	575	0.02531341313246	0.00767830386384568	0.00103930459673485	0.0102639375593225	0.0403628887055975	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
idlc	575	0.0198755290038245	0.0076883149719666	0.00998188820700546	0.00480643165876996	0.034944626348879	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	young_adults	model3	physical activity	model3_whr	whr_model3
idlc	575	0.0305307094477665	0.00847532576499167	0.000343108299491507	0.0139190709483828	0.0471423479471502	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	young_adults	model3	physical activity	model3_bf	bf_model3
idlc	2981	0.0144390101994113	0.00337470845682809	1.94013429574654e-05	0.00782458162402824	0.0210534387747944	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
idlc	2981	0.0193796473668066	0.00328750356604473	4.16931901777807e-09	0.0129361403773589	0.0258231543562543	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	whr	adults	model3	physical activity	model3_whr	whr_model3
idlc	2981	0.0222254868945956	0.00322221089697029	6.43580576074077e-12	0.0159099535365338	0.0285410202526574	Total cholesterol in IDL (mmol/l)	Lipoprotein subclasses	IDL	Total cholesterol (mmol/l)	Total cholesterol	no	bf	adults	model3	physical activity	model3_bf	bf_model3
idlce	4450	0.00518712252370503	0.00143029317054353	0.000290380955311487	0.00238374790943971	0.00799049713797035	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model1	age + sex	model1_bmi	bmi_model1
idlce	4450	0.000512903743984072	0.00143771666971239	0.721296774130316	-0.00230502092865221	0.00333082841662036	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	children	model1	age + sex	model1_whr	whr_model1
idlce	4450	0.00558102407783993	0.00140876726450018	7.56037904609281e-05	0.00281984023941958	0.00834220791626028	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	children	model1	age + sex	model1_bf	bf_model1
idlce	1762	0.0097842078314904	0.00218033779779732	7.67459921094212e-06	0.00551074574780765	0.0140576699151731	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
idlce	1762	0.0143610094210275	0.00282659624868948	4.16079782377012e-07	0.00882088077359612	0.0199011380684589	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adolescents	model1	age + sex	model1_bf	bf_model1
idlce	2589	0.0183644874325068	0.00223092549911611	2.89079964910395e-16	0.0139918734542392	0.0227371014107744	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
idlce	2589	0.0200195902605435	0.00251568822997807	2.59397733662477e-15	0.0150888413297865	0.0249503391913005	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	young_adults	model1	age + sex	model1_whr	whr_model1
idlce	2589	0.0271253645128305	0.00254456779039011	5.3775815737105e-26	0.0221380116436659	0.0321127173819951	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	young_adults	model1	age + sex	model1_bf	bf_model1
idlce	3505	0.0155802692827091	0.00217057734725117	8.60052840457846e-13	0.0113259376820968	0.0198346008833214	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
idlce	3505	0.0189055728513137	0.00211870383662126	7.15687754753867e-19	0.014752913331536	0.0230582323710914	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	adults	model1	age + sex	model1_whr	whr_model1
idlce	3505	0.0197808937304288	0.00207576133357694	2.85667918607674e-21	0.015712401516618	0.0238493859442396	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	adults	model1	age + sex	model1_bf	bf_model1
idlce	4450	0.00688771413861791	0.00163662065084498	2.62149672596077e-05	0.00367993766296175	0.0100954906142741	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
idlce	4450	0.000522632296208522	0.00143800148559046	0.71629089739803	-0.00229585061554878	0.00334111520796582	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
idlce	4450	0.00699154763666737	0.00156801640386847	8.44332298512297e-06	0.00391823548508517	0.0100648597882496	Cholesterol esters in IDL (mmol/l)	Lipoprotein subclasses	IDL	Cholesterol esters (mmol/l)	Cholesterol esters	no	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
